,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2021-03-22 09:30:00-04:00,230.27000427246094,234.672607421875,230.13999938964844,234.24000549316406,6287304,0,0
1,2021-03-22 10:30:00-04:00,234.25990295410156,236.11000061035156,234.02999877929688,235.8800048828125,3817600,0,0
2,2021-03-22 11:30:00-04:00,235.89999389648438,236.61619567871094,235.41000366210938,236.50999450683594,2820404,0,0
3,2021-03-22 12:30:00-04:00,236.52999877929688,236.89999389648438,236.22999572753906,236.3800048828125,2268562,0,0
4,2021-03-22 13:30:00-04:00,236.38009643554688,236.6840057373047,236.10000610351562,236.30999755859375,2023923,0,0
5,2021-03-22 14:30:00-04:00,236.3101043701172,236.60000610351562,235.88999938964844,236.25,2308999,0,0
6,2021-03-22 15:30:00-04:00,236.24000549316406,236.42999267578125,235.72000122070312,236.0500030517578,2589082,0,0
7,2021-03-23 09:30:00-04:00,237.48500061035156,239.4600067138672,237.2899932861328,239.08999633789062,5966457,0,0
8,2021-03-23 10:30:00-04:00,239.10000610351562,241.0500030517578,238.00750732421875,240.5800018310547,4128328,0,0
9,2021-03-23 11:30:00-04:00,240.5800018310547,240.9199981689453,238.9499969482422,239.75,2878373,0,0
10,2021-03-23 12:30:00-04:00,239.76499938964844,240.67999267578125,239.27000427246094,240.4499969482422,2204604,0,0
11,2021-03-23 13:30:00-04:00,240.4499969482422,240.7100067138672,239.5800018310547,240.7100067138672,2360746,0,0
12,2021-03-23 14:30:00-04:00,240.7100067138672,240.91000366210938,237.85000610351562,238.02000427246094,4366105,0,0
13,2021-03-23 15:30:00-04:00,237.9600067138672,238.39999389648438,237.07000732421875,237.5,4683650,0,0
14,2021-03-24 09:30:00-04:00,237.84500122070312,238.0,235.32000732421875,235.7449951171875,5722940,0,0
15,2021-03-24 10:30:00-04:00,235.75999450683594,237.90499877929688,235.41000366210938,237.49000549316406,3816901,0,0
16,2021-03-24 11:30:00-04:00,237.49000549316406,237.5500030517578,236.16000366210938,236.6300048828125,2282026,0,0
17,2021-03-24 12:30:00-04:00,236.60000610351562,236.9499969482422,235.8000030517578,236.85000610351562,2406016,0,0
18,2021-03-24 13:30:00-04:00,236.80999755859375,237.6199951171875,236.25999450683594,236.91000366210938,1738938,0,0
19,2021-03-24 14:30:00-04:00,236.89990234375,237.26980590820312,236.25999450683594,236.44000244140625,2453425,0,0
20,2021-03-24 15:30:00-04:00,236.44000244140625,236.57000732421875,235.33999633789062,235.4600067138672,3681241,0,0
21,2021-03-25 09:30:00-04:00,235.3000030517578,236.94000244140625,234.25999450683594,234.27000427246094,6167055,0,0
22,2021-03-25 10:30:00-04:00,234.26190185546875,234.3300018310547,231.72000122070312,232.77000427246094,5108470,0,0
23,2021-03-25 11:30:00-04:00,232.77499389648438,233.11000061035156,231.57000732421875,232.6300048828125,4217301,0,0
24,2021-03-25 12:30:00-04:00,232.6300048828125,233.1199951171875,231.57000732421875,232.4600067138672,3493966,0,0
25,2021-03-25 13:30:00-04:00,232.47999572753906,232.83999633789062,231.61000061035156,231.75,2943659,0,0
26,2021-03-25 14:30:00-04:00,231.75999450683594,233.61000061035156,231.7449951171875,232.77999877929688,3391559,0,0
27,2021-03-25 15:30:00-04:00,232.77999877929688,233.47999572753906,232.22000122070312,232.27000427246094,3929729,0,0
28,2021-03-26 09:30:00-04:00,232.11000061035156,233.94000244140625,232.0749969482422,233.4250030517578,4047973,0,0
29,2021-03-26 10:30:00-04:00,233.4199981689453,234.14999389648438,232.77000427246094,233.11000061035156,2367838,0,0
30,2021-03-26 11:30:00-04:00,233.11500549316406,235.17999267578125,232.89999389648438,234.32000732421875,2629257,0,0
31,2021-03-26 12:30:00-04:00,234.3350067138672,235.39999389648438,234.07000732421875,235.36000061035156,1798871,0,0
32,2021-03-26 13:30:00-04:00,235.36000061035156,235.44000244140625,233.24000549316406,233.85000610351562,2729144,0,0
33,2021-03-26 14:30:00-04:00,233.8699951171875,234.9600067138672,233.02999877929688,234.92999267578125,2922993,0,0
34,2021-03-26 15:30:00-04:00,234.9600067138672,236.7100067138672,234.5800018310547,236.49000549316406,3701502,0,0
35,2021-03-29 09:30:00-04:00,236.58999633789062,236.8000030517578,231.8800048828125,232.07000732421875,5752565,0,0
36,2021-03-29 10:30:00-04:00,232.05999755859375,233.97500610351562,231.97999572753906,233.69009399414062,2807738,0,0
37,2021-03-29 11:30:00-04:00,233.6999969482422,234.0,233.02000427246094,233.52999877929688,1830667,0,0
38,2021-03-29 12:30:00-04:00,233.5399932861328,235.39999389648438,233.49000549316406,235.1699981689453,2542536,0,0
39,2021-03-29 13:30:00-04:00,235.14999389648438,235.63999938964844,234.52000427246094,234.75,1952379,0,0
40,2021-03-29 14:30:00-04:00,234.72999572753906,235.0,234.25999450683594,234.72999572753906,2077765,0,0
41,2021-03-29 15:30:00-04:00,234.74000549316406,235.30999755859375,234.5500030517578,235.27000427246094,2128705,0,0
